Title,Description,Subject,Department 1,Department 2,Department 3,Departments,Course Number,Academic Level,Prerequisites,Locations,Course Types ,Course Name,Course ID,Last Updated ,Item Type,Path
Genetics,"The laws of biological inheritance and their practical application to life; fundamental observations and concepts of classical and molecular genetics from Mendel to modern molecular biology.  Topics include basic principles of heredity, chemical nature of the genetic material, genomics, cytogenetics, mutation, gene expression and regulation.  Brief consideration of population genetics. Required of all biology majors. Prerequisite:  Biology 101-102. or permission of instructor. 3 class periods; 3 semester hours",Biology,Biology,,,Biology,307,Undergraduate,    TAKE BIOL-101and BIOL-102;,Main Campus,Liberal Arts Electvie,BIOL-307,91,2/26/2021 6:15,Item,Lists/Courses
Supv/Obsvd Tchg Sec Sch,This is a full-time field experience in a selected secondary schools. This meets requirements of Connecticut's TEAM program. PRAXIS I must be passed. Department permission is required. 6 semester hours,Education,Education,,,Education,548J,Graduate,,Main Campus,Student Teaching,EDUC-548J,3796,2/26/2021 6:15,Item,Lists/Courses
Microbiology,"Presentation of fundamentals of microbiology.  Bacteria, fungi and viruses; their relationships to man, industry, and agriculture.  Laboratory study of cultural, morphological, physiological, and genetic properties of representative types. Emphasis on development of technique.  Prerequisite:  Biology 211  2 class periods; 2 two-hour laboratory periods; and some nonscheduled laboratory work. 4 semester hours",Biology,Biology,,,Biology,320,Undergraduate,,Main Campus,Liberal Arts Electvie,BIOL-320,92,2/26/2021 6:15,Item,Lists/Courses
British Literature II,A survey of British literature from the eighteenth century through the twentieth century. 3 semester hours ,English,English,,,English,210,Undergraduate,    Take ENGL-101,Main Campus; Riverbend,Humanities Elective; Liberal Arts Electvie,ENGL-210,337,2/26/2021 6:15,Item,Lists/Courses
Religion and Film,,Honors Program,Honors Curriculum,,,Honors Curriculum,312,Undergraduate,,Main Campus,,HONR-312,2787,2/26/2021 6:15,Item,Lists/Courses
Elem Teach Exp Extension,,Education,Education,,,Education,549,Graduate,,Main Campus,Student Teaching,EDUC-549,3797,2/26/2021 6:15,Item,Lists/Courses
Cell Physiology,"A lecture course exploring the homeostatic mechanisms of the cell. Chemical composition, metabolism, permeability, synthesis and growth. Required of all biology majors. Prerequisite: Biology 211,  B or better or instructors permission 3 semester hours",Biology,Biology,,,Biology,321,Undergraduate,    TAKE BIOL-211 WITH GRADE OF B;,Main Campus,Liberal Arts Electvie,BIOL-321,93,2/26/2021 6:15,Item,Lists/Courses
Internship,"Professional, supervised, unpaid work in an organization related to career goals.  Prerequisite: Permission of advisor and School Director. 3 semester hours.",Political Science,Political Science,,,Political Science,398,Undergraduate,,Main Campus,Coop/Internship,PSCI-398,338,2/26/2021 6:15,Item,Lists/Courses
Religion and Film,,Honors Program,Honors Curriculum,,,Honors Curriculum,252X,Undergraduate,,Main Campus,,HONR-252X,2788,2/26/2021 6:15,Item,Lists/Courses
Sec Teach Exper Extension,,Education,Education,,,Education,593,Graduate,,Main Campus,,EDUC-593,3798,2/26/2021 6:15,Item,Lists/Courses
Global Comm and Mass Media,"This course examines media?s role in global communication and nation building. In particular it studies information flow, media and development, communication and telecommunication policies, transnational media corporations and their role in economic development, media and public diplomacy, international journalism, and information and public campaigns. 3 Semester Hours",Global Development & Peace,Global Development and Peace,,,Global Development and Peace,437,Undergraduate,,Main Campus,,GLDP-437,2789,2/26/2021 6:15,Item,Lists/Courses
Culture and Development,,Global Development & Peace,Global Development and Peace,,,Global Development and Peace,440,Undergraduate,,Main Campus,,GLDP-440,2790,2/26/2021 6:15,Item,Lists/Courses
Endocrine and Reproductive Biology,"A review of endocrine tissues, the hormones they produce, and their mechanisms and interactions with special emphasis on human reproductive endocrinology and physiology. Prerequisite: Biology 211, B or better or instructors permission 3 semester hours",Biology,Biology,,,Biology,324,Undergraduate,   TAKE BIOL-211 WITH A GRADE OF B OR BETTER;,Main Campus,Liberal Arts Electvie,BIOL-324,95,2/26/2021 6:15,Item,Lists/Courses
Resident Teaching in Music,Canidates for Connecticut certification as music teachers (PreK-12) undertake full-time resident teaching in two schools under the supervision of a cooperating teacher and a University supervisor.,Music Education,Music,,,Music,590,Graduate,,Main Campus,Student Teaching,MSED-590,3799,2/26/2021 6:15,Item,Lists/Courses
Chamber Ensemble,Development of musical skills related to functioning within an ensemble.  An exploration of rehearsal techniques and group dynamics leading to performance of repertoire for chamber ensembles.  Prerequisite: Permission of Instructor,Music,Music,,,Music,107E,Undergraduate,,Main Campus,,MUSC-107E,1782,2/26/2021 6:15,Item,Lists/Courses
Digital Recording With Protool,,Music,Music,,,Music,537X,Undergraduate,,Main Campus,,MUSC-537X,3800,2/26/2021 6:15,Item,Lists/Courses
Business of Music,,Music,Music,,,Music,164,Undergraduate,,Main Campus,,MUSC-164,2791,2/26/2021 6:15,Item,Lists/Courses
General Physics II,"A non-calculus course covering the fundamental laws of electricity and magnetism, electric circuits, and optics, including topics from modern physics. Prerequisite: Mathematics C105 or its equivalent, Physics 201 or its equivalent. 3 lectures, 1 three-hour lab, 4 semester hours  Lab Fee Assessed",Physics,Physics,,,Physics,202,Undergraduate,    TAKE PHYS-201 Min Grade C;,Main Campus,Natural Science Elective; Liberal Arts Electvie,PHYS-202,342,2/26/2021 6:15,Item,Lists/Courses
Music Through Fiction,"""Music through Fiction"" is a course in which students will learn musical repertoire, and read works of fiction in which that same repertoire appears. The music becomes part of a larger context when it becomes entwined within a story. Students will be required to buy and read several books for the course. This course counts within the music major, but is also open to students from other majors (for core credit) who have an interest in the musical material that will be covered in the class. Writing assignments and exams will provide an opportunity to develop an understanding of the interaction between the music and the fiction. Students will also occasionally be required to prepare observations ahead of class and to distribute a pedagogically effective handout that will allow them to lead a discussion.",Music,Music,,,Music,280,Undergraduate,,Main Campus,Fine Art Elective; Liberal Arts Electvie,MUSC-280,2792,2/26/2021 6:15,Item,Lists/Courses
Marketing,,Design Management,Design Management,,,Design Management,425,Graduate,,Main Campus; Distance Learning-On Line,,DSNMG-425,3801,2/26/2021 6:15,Item,Lists/Courses
Selectes Topics,Modern concepts in the area of the instructor's specialty. To be announced each semester. 1-4 semester hours Spring 2018 - Northeastern Bees requires BIOL 101,Biology,Biology,,,Biology,380,Undergraduate,Take BIOL -101 minimum grade of C,Main Campus,Liberal Arts Electvie,BIOL-380,98,2/26/2021 6:15,Item,Lists/Courses
Princ of Physics III,"Heat, heat transfer and thermal processes. Thermal properties of matter, entropy and Laws of Thermodynamics.  Generation of electromagnetic waves and the nature and propagation of light.  Physical and geometric optics.  Special theory of relativity.  Photons and the particle nature of light.  DeBroglie Hypothesis and matter waves. Prerequisite: PHYS 208 (minimum grade C);  Co-requisite: MATH 215.  3 lecture periods; 1 recitation, 3 semester hours",Physics,Physics,,,Physics,209,Undergraduate,    TAKE PHYS-208  Min Grade C;,Main Campus,Liberal Arts Electvie,PHYS-209,343,2/26/2021 6:15,Item,Lists/Courses
Leadership & Management,,Design Management,Design Management,,,Design Management,430,Graduate,,Main Campus; Distance Learning-On Line,,DSNMG-430,3802,2/26/2021 6:15,Item,Lists/Courses
Financial Accounting,,Design Management,Design Management,,,Design Management,435,Graduate,,Main Campus; Distance Learning-On Line,,DSNMG-435,3803,2/26/2021 6:15,Item,Lists/Courses
Ethics,"A study of problems of applied ethics, such as  abortion, animal experimentation, affirmative  action, and gay and lesbian rights. These problems are explored form the standpoint of ethical  theories such as utilitarianism and Kantian ethics . The course helps students formulate and  interpret moral values by which they may think and act.",Philosophy,Philosophy,,,Philosophy,203,Undergraduate,,Main Campus; Distance Learning-On Line,Humanities Elective; Liberal Arts Electvie,PHIL-203,344,2/26/2021 6:15,Item,Lists/Courses
Fusion Ensemble,Development of musical skills related to functioning within an ensemble.  An exploration of rehearsal techniques and group dynamics leading to performance of repertoire for chamber ensembles.  Prerequisite: Permission of Instructor,Music,Music,,,Music,107T,Undergraduate,,Main Campus,,MUSC-107T,2794,2/26/2021 6:15,Item,Lists/Courses
Legal Env of Business & Ethics,,Design Management,Design Management,,,Design Management,440,Graduate,,Main Campus; Distance Learning-On Line,,DSNMG-440,3804,2/26/2021 6:15,Item,Lists/Courses
