Title,Colleague Section ID ,Section Name,Course ID,Section Number,Last Updated,Description,Location ,Term,Dates,Meeting Info,Week Days,Buildings,Classrooms,Instruction Methods,Course Types,Subject ,Departments,Academic Level ,Synonym,Faculty,Capacity,Course Number,Maximum Credits,Minimum Credits,Prerequisites,Credits,CEUs,Comments,Books,Books List Price,Books List Price Total,Item Type,Path
Master's Project (Fall 2021 ELEG-597-AF),88732,ELEG-597-AF,604,AF,2/26/2021 6:15,Lecture hours and topics to be arranged with Department Chair. 3 credit hour ,Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,On-Line,ONLN,By Arrangement,Project,Electrical Engineering,Electrical Engineering,Graduate,8332,,15,597,,3,,3,,,,, $-   ,Item,Lists/Sections
Master's Project (Fall 2021 ELEG-597-B),88733,ELEG-597-B,604,B,2/26/2021 6:15,Lecture hours and topics to be arranged with Department Chair. 3 credit hour ,Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,On-Line,ONLN,By Arrangement,Project,Electrical Engineering,Electrical Engineering,Graduate,8333,,15,597,,3,,3,,,,, $-   ,Item,Lists/Sections
Masters Project (Fall 2021 TCMG-597-A-CB),88701,TCMG-597-A-CB,1987,A-CB,2/26/2021 6:15,"A capstone course dealing with the development and implementation of business strategy and plan within a framework of ethical decision-making, globalization and managing accelerating change. It tests the capability of the student to apply and integrate all prior graduate learning to solve actual strategic management problems, develop a business plan and conduct organizational performance and governance assessments. The final project of this course is project-based and shall constitute, therefore, an outcome assessment of what the student has learned in the MS - TM program. Prerequisite: Final semester for completion the of MS - TM Program 3-6 semester hours",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,Project,Technology Management,Technology Management,Graduate,8301,,40,597,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Masters Project (Fall 2021 TCMG-597-A-EK),88702,TCMG-597-A-EK,1987,A-EK,2/26/2021 6:15,"A capstone course dealing with the development and implementation of business strategy and plan within a framework of ethical decision-making, globalization and managing accelerating change. It tests the capability of the student to apply and integrate all prior graduate learning to solve actual strategic management problems, develop a business plan and conduct organizational performance and governance assessments. The final project of this course is project-based and shall constitute, therefore, an outcome assessment of what the student has learned in the MS - TM program. Prerequisite: Final semester for completion the of MS - TM Program 3-6 semester hours",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,Project,Technology Management,Technology Management,Graduate,8302,,40,597,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Masters Project (Fall 2021 TCMG-597-A-NS),88703,TCMG-597-A-NS,1987,A-NS,2/26/2021 6:15,"A capstone course dealing with the development and implementation of business strategy and plan within a framework of ethical decision-making, globalization and managing accelerating change. It tests the capability of the student to apply and integrate all prior graduate learning to solve actual strategic management problems, develop a business plan and conduct organizational performance and governance assessments. The final project of this course is project-based and shall constitute, therefore, an outcome assessment of what the student has learned in the MS - TM program. Prerequisite: Final semester for completion the of MS - TM Program 3-6 semester hours",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,Project,Technology Management,Technology Management,Graduate,8303,,40,597,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Masters Project (Fall 2021 TCMG-597-C-CB),88704,TCMG-597-C-CB,1987,C-CB,2/26/2021 6:15,"A capstone course dealing with the development and implementation of business strategy and plan within a framework of ethical decision-making, globalization and managing accelerating change. It tests the capability of the student to apply and integrate all prior graduate learning to solve actual strategic management problems, develop a business plan and conduct organizational performance and governance assessments. The final project of this course is project-based and shall constitute, therefore, an outcome assessment of what the student has learned in the MS - TM program. Prerequisite: Final semester for completion the of MS - TM Program 3-6 semester hours",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,Project,Technology Management,Technology Management,Graduate,8304,,40,597,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Masters Project (Fall 2021 TCMG-597-C-EK),88705,TCMG-597-C-EK,1987,C-EK,2/26/2021 6:15,"A capstone course dealing with the development and implementation of business strategy and plan within a framework of ethical decision-making, globalization and managing accelerating change. It tests the capability of the student to apply and integrate all prior graduate learning to solve actual strategic management problems, develop a business plan and conduct organizational performance and governance assessments. The final project of this course is project-based and shall constitute, therefore, an outcome assessment of what the student has learned in the MS - TM program. Prerequisite: Final semester for completion the of MS - TM Program 3-6 semester hours",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,Project,Technology Management,Technology Management,Graduate,8305,,40,597,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Masters Project (Fall 2021 TCMG-597-C-NS),88706,TCMG-597-C-NS,1987,C-NS,2/26/2021 6:15,"A capstone course dealing with the development and implementation of business strategy and plan within a framework of ethical decision-making, globalization and managing accelerating change. It tests the capability of the student to apply and integrate all prior graduate learning to solve actual strategic management problems, develop a business plan and conduct organizational performance and governance assessments. The final project of this course is project-based and shall constitute, therefore, an outcome assessment of what the student has learned in the MS - TM program. Prerequisite: Final semester for completion the of MS - TM Program 3-6 semester hours",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,Project,Technology Management,Technology Management,Graduate,8306,,40,597,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Master's Project (Spring 2021 ELEG-597-BB),85991,ELEG-597-BB,604,BB,2/26/2021 6:15,Lecture hours and topics to be arranged with Department Chair. 3 credit hour ,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Project,Electrical Engineering,Electrical Engineering,Graduate,5660,B. Barkana,10,597,,3,,3,,,,, $-   ,Item,Lists/Sections
Master's Project (Spring 2021 ELEG-597-HB),85992,ELEG-597-HB,604,HB,2/26/2021 6:15,Lecture hours and topics to be arranged with Department Chair. 3 credit hour ,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Project,Electrical Engineering,Electrical Engineering,Graduate,5661,H. Bajwa,10,597,,3,,3,,,,, $-   ,Item,Lists/Sections
Master's Project (Spring 2021 ELEG-597-LH),85993,ELEG-597-LH,604,LH,2/26/2021 6:15,Lecture hours and topics to be arranged with Department Chair. 3 credit hour ,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Project,Electrical Engineering,Electrical Engineering,Graduate,5662,L. Hmurcik,10,597,,3,,3,,,,, $-   ,Item,Lists/Sections
Master's Project (Spring 2021 ELEG-597-LZ),85994,ELEG-597-LZ,604,LZ,2/26/2021 6:15,Lecture hours and topics to be arranged with Department Chair. 3 credit hour ,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Project,Electrical Engineering,Electrical Engineering,Graduate,5663,L. Zhang,10,597,,3,,3,,,,, $-   ,Item,Lists/Sections
Master's Project (Spring 2021 ELEG-597-NG),85995,ELEG-597-NG,604,NG,2/26/2021 6:15,Lecture hours and topics to be arranged with Department Chair. 3 credit hour ,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Project,Electrical Engineering,Electrical Engineering,Graduate,5664,N. Gupta,10,597,,3,,3,,,,, $-   ,Item,Lists/Sections
Master's Project (Spring 2021 ELEG-597-XX),85996,ELEG-597-XX,604,XX,2/26/2021 6:15,Lecture hours and topics to be arranged with Department Chair. 3 credit hour ,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Project,Electrical Engineering,Electrical Engineering,Graduate,5665,X. Xiong,10,597,,3,,3,,,,, $-   ,Item,Lists/Sections
Masters Project (Spring 2021 TCMG-597-A-CB),86743,TCMG-597-A-CB,1987,A-CB,2/26/2021 6:15,"A capstone course dealing with the development and implementation of business strategy and plan within a framework of ethical decision-making, globalization and managing accelerating change. It tests the capability of the student to apply and integrate all prior graduate learning to solve actual strategic management problems, develop a business plan and conduct organizational performance and governance assessments. The final project of this course is project-based and shall constitute, therefore, an outcome assessment of what the student has learned in the MS - TM program. Prerequisite: Final semester for completion the of MS - TM Program 3-6 semester hours",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Project,Technology Management,Technology Management,Graduate,6412,C. Bach,40,597,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Masters Project (Spring 2021 TCMG-597-A-EK),87060,TCMG-597-A-EK,1987,A-EK,2/26/2021 6:15,"A capstone course dealing with the development and implementation of business strategy and plan within a framework of ethical decision-making, globalization and managing accelerating change. It tests the capability of the student to apply and integrate all prior graduate learning to solve actual strategic management problems, develop a business plan and conduct organizational performance and governance assessments. The final project of this course is project-based and shall constitute, therefore, an outcome assessment of what the student has learned in the MS - TM program. Prerequisite: Final semester for completion the of MS - TM Program 3-6 semester hours",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Project,Technology Management,Technology Management,Graduate,6701,N. Kongar-Bahtiyar,40,597,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Masters Project (Spring 2021 TCMG-597-A-NS),87061,TCMG-597-A-NS,1987,A-NS,2/26/2021 6:15,"A capstone course dealing with the development and implementation of business strategy and plan within a framework of ethical decision-making, globalization and managing accelerating change. It tests the capability of the student to apply and integrate all prior graduate learning to solve actual strategic management problems, develop a business plan and conduct organizational performance and governance assessments. The final project of this course is project-based and shall constitute, therefore, an outcome assessment of what the student has learned in the MS - TM program. Prerequisite: Final semester for completion the of MS - TM Program 3-6 semester hours",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Project,Technology Management,Technology Management,Graduate,6702,N. Sheikh,40,597,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Masters Project (Spring 2021 TCMG-597-A-RD),87062,TCMG-597-A-RD,1987,A-RD,2/26/2021 6:15,"A capstone course dealing with the development and implementation of business strategy and plan within a framework of ethical decision-making, globalization and managing accelerating change. It tests the capability of the student to apply and integrate all prior graduate learning to solve actual strategic management problems, develop a business plan and conduct organizational performance and governance assessments. The final project of this course is project-based and shall constitute, therefore, an outcome assessment of what the student has learned in the MS - TM program. Prerequisite: Final semester for completion the of MS - TM Program 3-6 semester hours",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Project,Technology Management,Technology Management,Graduate,6703,R. Deeb Bou-Chahine,40,597,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Masters Project (Spring 2021 TCMG-597-C-CB),86746,TCMG-597-C-CB,1987,C-CB,2/26/2021 6:15,"A capstone course dealing with the development and implementation of business strategy and plan within a framework of ethical decision-making, globalization and managing accelerating change. It tests the capability of the student to apply and integrate all prior graduate learning to solve actual strategic management problems, develop a business plan and conduct organizational performance and governance assessments. The final project of this course is project-based and shall constitute, therefore, an outcome assessment of what the student has learned in the MS - TM program. Prerequisite: Final semester for completion the of MS - TM Program 3-6 semester hours",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Project,Technology Management,Technology Management,Graduate,6415,C. Bach,40,597,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Masters Project (Spring 2021 TCMG-597-C-EK),86748,TCMG-597-C-EK,1987,C-EK,2/26/2021 6:15,"A capstone course dealing with the development and implementation of business strategy and plan within a framework of ethical decision-making, globalization and managing accelerating change. It tests the capability of the student to apply and integrate all prior graduate learning to solve actual strategic management problems, develop a business plan and conduct organizational performance and governance assessments. The final project of this course is project-based and shall constitute, therefore, an outcome assessment of what the student has learned in the MS - TM program. Prerequisite: Final semester for completion the of MS - TM Program 3-6 semester hours",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Project,Technology Management,Technology Management,Graduate,6417,N. Kongar-Bahtiyar,40,597,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Masters Project (Spring 2021 TCMG-597-C-NS),86749,TCMG-597-C-NS,1987,C-NS,2/26/2021 6:15,"A capstone course dealing with the development and implementation of business strategy and plan within a framework of ethical decision-making, globalization and managing accelerating change. It tests the capability of the student to apply and integrate all prior graduate learning to solve actual strategic management problems, develop a business plan and conduct organizational performance and governance assessments. The final project of this course is project-based and shall constitute, therefore, an outcome assessment of what the student has learned in the MS - TM program. Prerequisite: Final semester for completion the of MS - TM Program 3-6 semester hours",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Project,Technology Management,Technology Management,Graduate,6418,N. Sheikh,40,597,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
